type,client,tx,amount
withdrawal,31,5073,1.0
withdrawal,87,5074,2.0
withdrawal,78,5075,2.0
withdrawal,20,5076,1.0
withdrawal,50,5077,2.55
deposit,70,5078,7.6499999999999995
deposit,28,5079,6.0
withdrawal,70,5080,1.0
deposit,6,5081,6.0
withdrawal,24,5082,1.55
withdrawal,16,5083,2.0
withdrawal,50,5084,2.55
withdrawal,27,5085,2.55
deposit,96,5086,4.65
withdrawal,49,5087,2.55
withdrawal,4,5088,1.0
deposit,80,5089,7.6499999999999995
deposit,17,5090,4.65
withdrawal,86,5091,2.0
withdrawal,55,5092,1.0
withdrawal,71,5093,2.55
withdrawal,18,5094,1.0
withdrawal,80,5095,2.0
withdrawal,73,5096,2.0
withdrawal,86,5097,2.0
deposit,97,5098,3.0
withdrawal,13,5099,2.55
deposit,81,5100,3.0
withdrawal,19,5101,1.0
deposit,29,5102,4.65
withdrawal,53,5103,1.0
withdrawal,58,5104,1.55
deposit,65,5105,3.0
withdrawal,44,5106,1.0
withdrawal,87,5107,2.0
withdrawal,78,5108,2.55
deposit,32,5109,3.0
withdrawal,5,5110,2.0
deposit,35,5111,6.0
deposit,78,5112,4.65
deposit,32,5113,4.65
deposit,19,5114,6.0
withdrawal,45,5115,1.55
deposit,28,5116,7.6499999999999995
withdrawal,80,5117,2.55
withdrawal,83,5118,2.0
withdrawal,49,5119,2.55
deposit,3,5120,3.0
withdrawal,7,5121,2.55
deposit,93,5122,6.0
deposit,52,5123,7.6499999999999995
deposit,75,5124,6.0
withdrawal,73,5125,2.0
deposit,98,5126,4.65
withdrawal,41,5127,2.0
withdrawal,59,5128,1.0
withdrawal,48,5129,1.55
withdrawal,1,5130,2.55
withdrawal,49,5131,1.0
withdrawal,27,5132,1.0
withdrawal,35,5133,2.55
withdrawal,13,5134,2.0
deposit,94,5135,3.0
deposit,5,5136,3.0
withdrawal,62,5137,1.55
deposit,42,5138,7.6499999999999995
withdrawal,73,5139,1.0
withdrawal,5,5140,1.0
withdrawal,24,5141,1.0
withdrawal,92,5142,1.55
withdrawal,94,5143,1.0
deposit,69,5144,6.0
deposit,32,5145,3.0
withdrawal,88,5146,1.55
withdrawal,30,5147,2.55
deposit,3,5148,3.0
withdrawal,65,5149,2.0
deposit,53,5150,6.0
deposit,68,5151,7.6499999999999995
deposit,54,5152,7.6499999999999995
deposit,42,5153,3.0
deposit,58,5154,6.0
withdrawal,51,5155,2.0
deposit,66,5156,7.6499999999999995
deposit,37,5157,6.0
withdrawal,76,5158,1.0
deposit,40,5159,6.0
deposit,67,5160,6.0
withdrawal,19,5161,2.0
withdrawal,93,5162,1.55
withdrawal,70,5163,1.55
withdrawal,22,5164,1.0
deposit,52,5165,6.0
withdrawal,12,5166,2.55
deposit,98,5167,3.0
deposit,68,5168,7.6499999999999995
deposit,66,5169,4.65
withdrawal,30,5170,1.55
deposit,67,5171,3.0
deposit,1,5172,7.6499999999999995
deposit,80,5173,4.65
withdrawal,35,5174,1.55
deposit,19,5175,6.0
withdrawal,16,5176,1.55
withdrawal,30,5177,2.0
deposit,8,5178,6.0
withdrawal,23,5179,1.0
deposit,97,5180,7.6499999999999995
withdrawal,47,5181,2.0
deposit,32,5182,7.6499999999999995
deposit,93,5183,3.0
deposit,14,5184,3.0
deposit,83,5185,7.6499999999999995
deposit,11,5186,7.6499999999999995
withdrawal,31,5187,2.0
deposit,57,5188,4.65
withdrawal,50,5189,1.0
deposit,55,5190,6.0
deposit,79,5191,6.0
deposit,74,5192,7.6499999999999995
withdrawal,92,5193,1.55
withdrawal,91,5194,2.0
withdrawal,38,5195,2.0
withdrawal,23,5196,1.55
withdrawal,15,5197,2.0
withdrawal,84,5198,2.0
deposit,82,5199,7.6499999999999995
withdrawal,49,5200,2.0
withdrawal,1,5201,1.55
deposit,99,5202,7.6499999999999995
withdrawal,22,5203,2.55
deposit,16,5204,6.0
deposit,7,5205,6.0
deposit,48,5206,7.6499999999999995
deposit,64,5207,3.0
deposit,37,5208,4.65
deposit,60,5209,6.0
withdrawal,91,5210,2.0
deposit,45,5211,7.6499999999999995
deposit,49,5212,4.65
deposit,34,5213,7.6499999999999995
deposit,99,5214,4.65
withdrawal,6,5215,1.0
deposit,28,5216,3.0
withdrawal,79,5217,1.0
withdrawal,26,5218,2.55
deposit,93,5219,7.6499999999999995
deposit,77,5220,6.0
deposit,51,5221,3.0
withdrawal,55,5222,1.55
deposit,32,5223,3.0
deposit,49,5224,3.0
deposit,60,5225,3.0
withdrawal,19,5226,1.55
withdrawal,63,5227,2.0
withdrawal,75,5228,1.55
deposit,45,5229,7.6499999999999995
deposit,87,5230,7.6499999999999995
deposit,60,5231,4.65
deposit,88,5232,6.0
withdrawal,64,5233,1.55
deposit,48,5234,6.0
withdrawal,93,5235,1.0
withdrawal,61,5236,2.55
deposit,21,5237,4.65
withdrawal,63,5238,2.55
withdrawal,5,5239,1.0
withdrawal,61,5240,2.55
deposit,93,5241,7.6499999999999995
withdrawal,38,5242,2.55
withdrawal,53,5243,2.0
deposit,9,5244,6.0
deposit,43,5245,6.0
deposit,72,5246,4.65
deposit,56,5247,4.65
deposit,16,5248,6.0
deposit,85,5249,3.0
deposit,65,5250,3.0
deposit,38,5251,7.6499999999999995
deposit,16,5252,7.6499999999999995
withdrawal,36,5253,2.55
deposit,67,5254,3.0
deposit,69,5255,4.65
withdrawal,61,5256,1.0
deposit,12,5257,7.6499999999999995
deposit,12,5258,4.65
deposit,96,5259,3.0
withdrawal,91,5260,2.55
deposit,95,5261,4.65
withdrawal,47,5262,1.0
withdrawal,39,5263,2.0
deposit,5,5264,3.0
withdrawal,69,5265,2.0
withdrawal,38,5266,1.55
deposit,33,5267,7.6499999999999995
withdrawal,53,5268,2.0
withdrawal,95,5269,2.0
deposit,64,5270,6.0
withdrawal,35,5271,2.55
withdrawal,98,5272,2.55
deposit,54,5273,4.65
deposit,37,5274,3.0
deposit,82,5275,6.0
deposit,12,5276,7.6499999999999995
deposit,38,5277,3.0
withdrawal,55,5278,2.0
withdrawal,22,5279,2.0
deposit,92,5280,4.65
deposit,47,5281,3.0
withdrawal,86,5282,2.0
withdrawal,17,5283,2.55
withdrawal,23,5284,1.55
withdrawal,79,5285,2.0
deposit,75,5286,7.6499999999999995
deposit,66,5287,7.6499999999999995
deposit,74,5288,6.0
withdrawal,63,5289,1.0
deposit,59,5290,6.0
withdrawal,74,5291,1.0
withdrawal,18,5292,2.0
deposit,95,5293,6.0
withdrawal,23,5294,1.55
deposit,62,5295,4.65
deposit,11,5296,6.0
deposit,42,5297,7.6499999999999995
withdrawal,49,5298,2.55
withdrawal,12,5299,1.55
withdrawal,66,5300,2.0
deposit,52,5301,3.0
deposit,48,5302,6.0
withdrawal,45,5303,2.0
deposit,73,5304,4.65
deposit,53,5305,3.0
deposit,7,5306,7.6499999999999995
deposit,10,5307,3.0
deposit,76,5308,6.0
deposit,33,5309,3.0
withdrawal,18,5310,2.55
deposit,3,5311,4.65
deposit,52,5312,7.6499999999999995
deposit,24,5313,7.6499999999999995
withdrawal,83,5314,1.55
deposit,19,5315,3.0
deposit,8,5316,7.6499999999999995
withdrawal,89,5317,1.0
withdrawal,33,5318,1.55
withdrawal,38,5319,2.0
deposit,64,5320,3.0
deposit,76,5321,6.0
deposit,79,5322,6.0
withdrawal,1,5323,2.0
deposit,98,5324,7.6499999999999995
deposit,17,5325,7.6499999999999995
withdrawal,21,5326,1.0
deposit,73,5327,4.65
deposit,76,5328,6.0
deposit,40,5329,6.0
withdrawal,78,5330,2.55
withdrawal,40,5331,1.55
withdrawal,67,5332,1.55
deposit,95,5333,3.0
deposit,34,5334,6.0
withdrawal,69,5335,2.55
withdrawal,1,5336,1.55
deposit,41,5337,7.6499999999999995
withdrawal,16,5338,2.0
deposit,92,5339,3.0
withdrawal,82,5340,1.55
deposit,96,5341,7.6499999999999995
deposit,9,5342,7.6499999999999995
withdrawal,80,5343,1.55
deposit,56,5344,4.65
deposit,55,5345,6.0
withdrawal,93,5346,1.55
withdrawal,45,5347,2.55
withdrawal,18,5348,2.0
withdrawal,64,5349,2.55
deposit,82,5350,7.6499999999999995
deposit,85,5351,7.6499999999999995
deposit,28,5352,3.0
withdrawal,61,5353,2.0
deposit,36,5354,7.6499999999999995
withdrawal,68,5355,2.55
deposit,41,5356,4.65
deposit,22,5357,3.0
deposit,90,5358,6.0
withdrawal,51,5359,1.0
withdrawal,24,5360,2.0
withdrawal,77,5361,2.0
deposit,57,5362,6.0
withdrawal,17,5363,1.0
deposit,10,5364,4.65
deposit,27,5365,7.6499999999999995
deposit,4,5366,7.6499999999999995
withdrawal,82,5367,1.55
deposit,73,5368,7.6499999999999995
withdrawal,48,5369,1.55
deposit,64,5370,6.0
deposit,18,5371,6.0
withdrawal,33,5372,1.0
deposit,66,5373,4.65
withdrawal,84,5374,2.0
withdrawal,85,5375,1.55
withdrawal,89,5376,2.0
deposit,10,5377,7.6499999999999995
deposit,65,5378,3.0
withdrawal,42,5379,1.0
withdrawal,22,5380,2.0
deposit,35,5381,3.0
deposit,93,5382,7.6499999999999995
deposit,91,5383,4.65
withdrawal,71,5384,1.0
withdrawal,42,5385,2.0
withdrawal,63,5386,2.55
deposit,62,5387,4.65
withdrawal,99,5388,2.55
deposit,28,5389,4.65
withdrawal,87,5390,2.0
deposit,46,5391,6.0
deposit,9,5392,3.0
withdrawal,55,5393,1.0
deposit,56,5394,4.65
deposit,56,5395,3.0
withdrawal,23,5396,2.0
withdrawal,40,5397,1.55
deposit,80,5398,4.65
deposit,43,5399,3.0
deposit,23,5400,7.6499999999999995
deposit,78,5401,4.65
withdrawal,98,5402,2.0
withdrawal,52,5403,2.0
deposit,13,5404,3.0
withdrawal,31,5405,1.0
deposit,22,5406,3.0
withdrawal,48,5407,2.0
withdrawal,36,5408,2.55
deposit,76,5409,7.6499999999999995
deposit,61,5410,3.0
withdrawal,58,5411,2.55
withdrawal,33,5412,2.55
withdrawal,56,5413,2.0
withdrawal,41,5414,2.0
withdrawal,34,5415,1.55
withdrawal,32,5416,1.0
withdrawal,90,5417,1.55
withdrawal,98,5418,2.55
deposit,92,5419,7.6499999999999995
withdrawal,8,5420,1.0
withdrawal,58,5421,2.55
deposit,37,5422,3.0
deposit,42,5423,6.0
withdrawal,16,5424,1.0
withdrawal,9,5425,1.55
withdrawal,66,5426,1.55
withdrawal,40,5427,1.55
withdrawal,75,5428,2.55
deposit,53,5429,6.0
deposit,35,5430,3.0
withdrawal,72,5431,2.0
deposit,31,5432,6.0
withdrawal,74,5433,1.0
withdrawal,54,5434,2.55
deposit,18,5435,4.65
deposit,17,5436,4.65
withdrawal,31,5437,1.55
withdrawal,63,5438,1.55
withdrawal,43,5439,1.0
deposit,9,5440,7.6499999999999995
deposit,65,5441,4.65
deposit,90,5442,4.65
deposit,10,5443,3.0
deposit,15,5444,7.6499999999999995
deposit,83,5445,3.0
withdrawal,82,5446,2.55
deposit,5,5447,4.65
deposit,23,5448,3.0
deposit,11,5449,4.65
deposit,25,5450,6.0
deposit,12,5451,4.65
withdrawal,63,5452,2.0
deposit,87,5453,4.65
withdrawal,87,5454,1.55
deposit,22,5455,7.6499999999999995
deposit,48,5456,7.6499999999999995
withdrawal,53,5457,1.0
deposit,81,5458,6.0
deposit,38,5459,3.0
withdrawal,66,5460,2.0
withdrawal,83,5461,2.0
withdrawal,2,5462,1.55
withdrawal,10,5463,2.55
deposit,65,5464,7.6499999999999995
deposit,48,5465,3.0
withdrawal,53,5466,1.0
deposit,11,5467,6.0
deposit,59,5468,7.6499999999999995
withdrawal,34,5469,2.55
deposit,3,5470,3.0
deposit,6,5471,4.65
withdrawal,97,5472,2.0
withdrawal,59,5473,1.0
withdrawal,90,5474,2.55
deposit,49,5475,7.6499999999999995
withdrawal,40,5476,2.0
withdrawal,40,5477,2.55
withdrawal,32,5478,1.55
deposit,10,5479,6.0
withdrawal,23,5480,2.55
withdrawal,98,5481,1.55
withdrawal,91,5482,2.55
withdrawal,4,5483,2.0
deposit,84,5484,6.0
withdrawal,93,5485,1.0
withdrawal,55,5486,2.0
deposit,6,5487,6.0
deposit,60,5488,4.65
deposit,76,5489,6.0
deposit,14,5490,7.6499999999999995
withdrawal,1,5491,1.55
withdrawal,99,5492,1.55
withdrawal,85,5493,1.0
withdrawal,73,5494,1.55
withdrawal,96,5495,1.0
withdrawal,7,5496,2.0
withdrawal,9,5497,2.55
withdrawal,64,5498,1.0
deposit,65,5499,6.0
deposit,4,5500,6.0
withdrawal,24,5501,1.55
withdrawal,91,5502,1.0
deposit,22,5503,6.0
deposit,92,5504,6.0
deposit,9,5505,6.0
withdrawal,13,5506,2.0
withdrawal,49,5507,2.55
deposit,22,5508,7.6499999999999995
deposit,5,5509,4.65
withdrawal,67,5510,1.0
withdrawal,82,5511,2.55
deposit,78,5512,6.0
withdrawal,53,5513,1.55
withdrawal,25,5514,1.55
withdrawal,21,5515,1.55
withdrawal,71,5516,2.0
deposit,45,5517,7.6499999999999995
withdrawal,82,5518,2.0
deposit,74,5519,7.6499999999999995
withdrawal,37,5520,2.55
withdrawal,35,5521,1.0
withdrawal,51,5522,1.55
withdrawal,52,5523,1.55
withdrawal,82,5524,1.0
withdrawal,61,5525,2.0
deposit,10,5526,7.6499999999999995
withdrawal,46,5527,1.0
deposit,3,5528,3.0
deposit,93,5529,3.0
deposit,13,5530,3.0
withdrawal,72,5531,1.0
withdrawal,70,5532,1.55
withdrawal,25,5533,2.0
deposit,84,5534,3.0
deposit,3,5535,6.0
deposit,94,5536,6.0
withdrawal,36,5537,2.55
withdrawal,97,5538,1.0
withdrawal,56,5539,2.55
withdrawal,2,5540,1.55
withdrawal,41,5541,2.55
deposit,29,5542,7.6499999999999995
deposit,44,5543,3.0
withdrawal,99,5544,2.55
withdrawal,33,5545,2.55
deposit,70,5546,6.0
deposit,17,5547,7.6499999999999995
deposit,98,5548,7.6499999999999995
withdrawal,9,5549,2.55
deposit,65,5550,3.0
deposit,45,5551,4.65
deposit,50,5552,7.6499999999999995
withdrawal,21,5553,1.55
withdrawal,93,5554,2.0
deposit,93,5555,7.6499999999999995
withdrawal,29,5556,2.55
withdrawal,21,5557,1.55
withdrawal,99,5558,1.0
deposit,15,5559,3.0
deposit,57,5560,7.6499999999999995
withdrawal,54,5561,2.55
withdrawal,41,5562,2.0
deposit,87,5563,7.6499999999999995
withdrawal,33,5564,1.0
withdrawal,84,5565,1.55
withdrawal,34,5566,1.55
deposit,78,5567,7.6499999999999995
deposit,69,5568,4.65
deposit,40,5569,4.65
withdrawal,97,5570,1.55
withdrawal,41,5571,2.55
deposit,78,5572,4.65
withdrawal,1,5573,2.55
withdrawal,64,5574,2.55
withdrawal,64,5575,2.0
withdrawal,68,5576,1.55
withdrawal,40,5577,1.55
deposit,13,5578,3.0
withdrawal,47,5579,2.55
withdrawal,93,5580,1.0
deposit,34,5581,7.6499999999999995
withdrawal,79,5582,1.55
deposit,24,5583,6.0
withdrawal,43,5584,2.55
withdrawal,10,5585,2.55
deposit,97,5586,3.0
deposit,25,5587,7.6499999999999995
deposit,31,5588,3.0
withdrawal,5,5589,2.0
deposit,94,5590,6.0
deposit,78,5591,4.65
deposit,26,5592,3.0
deposit,62,5593,7.6499999999999995
withdrawal,68,5594,1.0
deposit,45,5595,4.65
deposit,36,5596,6.0
withdrawal,87,5597,1.55
deposit,66,5598,4.65
withdrawal,87,5599,2.55
withdrawal,67,5600,1.55
deposit,43,5601,3.0
deposit,53,5602,7.6499999999999995
deposit,24,5603,6.0
withdrawal,73,5604,2.55
withdrawal,57,5605,2.0
withdrawal,95,5606,1.55
deposit,94,5607,3.0
withdrawal,90,5608,1.55
withdrawal,39,5609,2.0
deposit,91,5610,4.65
deposit,35,5611,3.0
deposit,77,5612,4.65
withdrawal,93,5613,1.0
withdrawal,2,5614,1.55
deposit,36,5615,3.0
deposit,29,5616,4.65
deposit,80,5617,4.65
withdrawal,29,5618,1.55
withdrawal,7,5619,2.0
deposit,5,5620,6.0
deposit,50,5621,3.0
withdrawal,53,5622,2.55
withdrawal,76,5623,2.55
deposit,19,5624,4.65
deposit,92,5625,4.65
deposit,55,5626,7.6499999999999995
deposit,21,5627,6.0
deposit,98,5628,7.6499999999999995
withdrawal,16,5629,2.0
withdrawal,74,5630,1.55
withdrawal,9,5631,2.55
withdrawal,80,5632,1.0
deposit,26,5633,3.0
deposit,38,5634,7.6499999999999995
withdrawal,83,5635,1.55
deposit,3,5636,4.65
withdrawal,6,5637,1.0
deposit,67,5638,7.6499999999999995
deposit,67,5639,6.0
withdrawal,29,5640,2.0
deposit,2,5641,7.6499999999999995
withdrawal,78,5642,2.55
withdrawal,39,5643,2.0
withdrawal,36,5644,2.0
deposit,88,5645,4.65
deposit,27,5646,4.65
deposit,34,5647,7.6499999999999995
withdrawal,37,5648,1.55
deposit,3,5649,6.0
withdrawal,53,5650,2.0
withdrawal,40,5651,2.0
withdrawal,54,5652,2.0
deposit,68,5653,6.0
withdrawal,46,5654,2.55
deposit,5,5655,7.6499999999999995
deposit,67,5656,7.6499999999999995
deposit,36,5657,7.6499999999999995
withdrawal,55,5658,2.55
withdrawal,71,5659,1.0
withdrawal,59,5660,1.55
deposit,88,5661,3.0
deposit,59,5662,7.6499999999999995
deposit,70,5663,3.0
deposit,52,5664,4.65
withdrawal,61,5665,2.55
withdrawal,91,5666,2.0
withdrawal,72,5667,2.55
deposit,67,5668,3.0
withdrawal,96,5669,2.55
deposit,62,5670,7.6499999999999995
deposit,78,5671,3.0
withdrawal,57,5672,2.0
withdrawal,55,5673,2.0
deposit,60,5674,3.0
deposit,55,5675,4.65
withdrawal,30,5676,2.55
withdrawal,7,5677,1.0
deposit,34,5678,3.0
deposit,96,5679,6.0
deposit,20,5680,4.65
withdrawal,32,5681,1.0
withdrawal,10,5682,2.55
deposit,86,5683,7.6499999999999995
deposit,32,5684,4.65
deposit,48,5685,3.0
withdrawal,36,5686,2.55
withdrawal,62,5687,2.0
deposit,34,5688,6.0
withdrawal,6,5689,1.0
deposit,93,5690,3.0
deposit,80,5691,7.6499999999999995
deposit,38,5692,3.0
withdrawal,66,5693,2.55
deposit,51,5694,4.65
withdrawal,40,5695,1.0
deposit,76,5696,4.65
withdrawal,61,5697,1.55
withdrawal,92,5698,1.0
deposit,95,5699,7.6499999999999995
withdrawal,34,5700,2.0
deposit,12,5701,7.6499999999999995
deposit,46,5702,7.6499999999999995
deposit,58,5703,7.6499999999999995
deposit,3,5704,6.0
deposit,16,5705,4.65
deposit,81,5706,4.65
withdrawal,37,5707,2.0
deposit,18,5708,3.0
deposit,87,5709,6.0
withdrawal,52,5710,2.0
deposit,58,5711,7.6499999999999995
withdrawal,59,5712,2.55
deposit,89,5713,4.65
deposit,7,5714,3.0
deposit,66,5715,3.0
deposit,75,5716,6.0
withdrawal,6,5717,2.0
deposit,12,5718,4.65
withdrawal,61,5719,1.55
withdrawal,25,5720,2.55
deposit,60,5721,6.0
deposit,1,5722,6.0
deposit,20,5723,6.0
withdrawal,23,5724,2.55
withdrawal,84,5725,2.0
withdrawal,18,5726,2.0
deposit,36,5727,3.0
deposit,54,5728,7.6499999999999995
withdrawal,42,5729,1.55
withdrawal,5,5730,1.55
withdrawal,69,5731,2.0
withdrawal,28,5732,1.55
withdrawal,49,5733,1.0
withdrawal,77,5734,1.0
withdrawal,61,5735,2.0
deposit,23,5736,6.0
deposit,65,5737,7.6499999999999995
withdrawal,98,5738,1.0
deposit,41,5739,6.0
deposit,1,5740,3.0
withdrawal,66,5741,2.55
withdrawal,66,5742,1.0
withdrawal,81,5743,2.55
deposit,82,5744,6.0
withdrawal,80,5745,2.0
withdrawal,8,5746,1.55
deposit,73,5747,3.0
withdrawal,2,5748,1.55
withdrawal,55,5749,1.55
deposit,72,5750,4.65
withdrawal,32,5751,1.55
withdrawal,13,5752,1.0
withdrawal,65,5753,1.0
withdrawal,78,5754,2.55
withdrawal,76,5755,2.0
deposit,3,5756,4.65
withdrawal,67,5757,1.55
deposit,56,5758,6.0
withdrawal,36,5759,2.0
deposit,97,5760,7.6499999999999995
deposit,31,5761,7.6499999999999995
withdrawal,25,5762,1.0
withdrawal,66,5763,2.55
deposit,85,5764,4.65
withdrawal,39,5765,1.55
deposit,98,5766,3.0
deposit,98,5767,6.0
withdrawal,76,5768,1.0
withdrawal,95,5769,1.55
withdrawal,16,5770,1.55
withdrawal,37,5771,1.55
deposit,74,5772,4.65
deposit,33,5773,6.0
withdrawal,48,5774,2.0
deposit,87,5775,6.0
deposit,48,5776,3.0
deposit,12,5777,4.65
withdrawal,38,5778,2.55
deposit,46,5779,6.0
deposit,2,5780,4.65
deposit,65,5781,4.65
deposit,65,5782,6.0
withdrawal,97,5783,2.0
withdrawal,94,5784,2.0
deposit,10,5785,6.0
deposit,57,5786,6.0
withdrawal,74,5787,2.0
deposit,65,5788,4.65
withdrawal,3,5789,1.0
deposit,64,5790,7.6499999999999995
withdrawal,39,5791,2.0
deposit,8,5792,6.0
withdrawal,1,5793,1.0
withdrawal,3,5794,1.0
withdrawal,73,5795,1.55
withdrawal,18,5796,2.55
withdrawal,94,5797,1.0
deposit,54,5798,7.6499999999999995
deposit,42,5799,6.0
deposit,31,5800,7.6499999999999995
deposit,43,5801,7.6499999999999995
deposit,55,5802,3.0
deposit,66,5803,3.0
withdrawal,12,5804,2.55
withdrawal,40,5805,2.0
deposit,83,5806,6.0
deposit,64,5807,6.0
deposit,48,5808,6.0
deposit,33,5809,4.65
withdrawal,20,5810,2.0
deposit,90,5811,7.6499999999999995
withdrawal,67,5812,2.55
deposit,54,5813,3.0
deposit,34,5814,4.65
withdrawal,51,5815,1.0
deposit,90,5816,3.0
deposit,63,5817,3.0
withdrawal,27,5818,2.55
deposit,69,5819,6.0
withdrawal,78,5820,2.0
withdrawal,93,5821,2.55
deposit,96,5822,3.0
deposit,8,5823,6.0
deposit,39,5824,3.0
deposit,95,5825,4.65
deposit,31,5826,4.65
deposit,6,5827,6.0
deposit,36,5828,6.0
deposit,76,5829,7.6499999999999995
deposit,23,5830,4.65
withdrawal,28,5831,1.0
deposit,29,5832,4.65
withdrawal,48,5833,1.55
withdrawal,73,5834,2.55
deposit,92,5835,6.0
withdrawal,61,5836,2.55
withdrawal,54,5837,1.55
withdrawal,30,5838,2.0
deposit,43,5839,4.65
withdrawal,71,5840,2.55
deposit,40,5841,7.6499999999999995
deposit,93,5842,6.0
withdrawal,68,5843,2.55
deposit,79,5844,7.6499999999999995
withdrawal,12,5845,2.55
deposit,95,5846,3.0
deposit,84,5847,3.0
deposit,84,5848,6.0
withdrawal,37,5849,1.55
deposit,99,5850,7.6499999999999995
withdrawal,15,5851,2.0
withdrawal,88,5852,2.0
deposit,54,5853,3.0
withdrawal,38,5854,1.0
withdrawal,35,5855,2.0
withdrawal,22,5856,2.55
withdrawal,58,5857,2.0
deposit,89,5858,7.6499999999999995
deposit,52,5859,7.6499999999999995
deposit,29,5860,6.0
deposit,68,5861,7.6499999999999995
deposit,41,5862,3.0
deposit,2,5863,7.6499999999999995
deposit,81,5864,4.65
withdrawal,28,5865,2.55
withdrawal,36,5866,1.0
deposit,54,5867,4.65
deposit,37,5868,4.65
deposit,50,5869,6.0
deposit,21,5870,4.65
withdrawal,95,5871,2.0
deposit,34,5872,3.0
deposit,9,5873,6.0
withdrawal,20,5874,1.55
deposit,6,5875,7.6499999999999995
deposit,32,5876,7.6499999999999995
withdrawal,20,5877,1.0
withdrawal,81,5878,1.55
withdrawal,83,5879,1.55
withdrawal,13,5880,1.55
deposit,12,5881,3.0
withdrawal,46,5882,2.0
deposit,50,5883,4.65
deposit,82,5884,6.0
withdrawal,35,5885,1.55
deposit,75,5886,6.0
deposit,85,5887,3.0
deposit,72,5888,7.6499999999999995
deposit,18,5889,3.0
withdrawal,12,5890,2.0
withdrawal,90,5891,2.55
deposit,86,5892,6.0
withdrawal,45,5893,1.0
withdrawal,33,5894,2.0
withdrawal,13,5895,1.0
deposit,58,5896,3.0
deposit,30,5897,6.0
deposit,30,5898,3.0
withdrawal,3,5899,1.55
withdrawal,86,5900,1.55
deposit,65,5901,4.65
deposit,58,5902,3.0
withdrawal,86,5903,2.55
withdrawal,8,5904,1.0
withdrawal,85,5905,1.0
deposit,3,5906,6.0
deposit,37,5907,7.6499999999999995
deposit,15,5908,7.6499999999999995
deposit,66,5909,7.6499999999999995
withdrawal,45,5910,1.55
deposit,97,5911,3.0
deposit,70,5912,4.65
deposit,3,5913,7.6499999999999995
deposit,43,5914,7.6499999999999995
withdrawal,7,5915,1.0
deposit,39,5916,4.65
deposit,88,5917,6.0
deposit,44,5918,6.0
deposit,79,5919,3.0
withdrawal,10,5920,1.55
withdrawal,39,5921,2.0
withdrawal,46,5922,2.55
deposit,14,5923,4.65
withdrawal,89,5924,2.0
deposit,60,5925,4.65
withdrawal,42,5926,1.0
withdrawal,85,5927,1.0
deposit,71,5928,4.65
withdrawal,84,5929,2.55
deposit,4,5930,6.0
withdrawal,6,5931,2.0
withdrawal,24,5932,2.0
withdrawal,42,5933,1.0
deposit,71,5934,4.65
deposit,19,5935,7.6499999999999995
deposit,98,5936,7.6499999999999995
deposit,46,5937,3.0
deposit,74,5938,3.0
withdrawal,18,5939,1.0
withdrawal,86,5940,2.0
withdrawal,72,5941,2.55
withdrawal,62,5942,1.55
withdrawal,24,5943,1.55
withdrawal,98,5944,1.0
deposit,74,5945,6.0
deposit,35,5946,3.0
withdrawal,31,5947,2.55
withdrawal,22,5948,2.55
withdrawal,92,5949,1.55
withdrawal,72,5950,2.0
withdrawal,74,5951,2.55
withdrawal,59,5952,2.0
deposit,62,5953,6.0
deposit,58,5954,7.6499999999999995
deposit,23,5955,7.6499999999999995
withdrawal,63,5956,1.0
deposit,65,5957,3.0
withdrawal,63,5958,1.0
deposit,64,5959,3.0
deposit,54,5960,6.0
deposit,83,5961,3.0
withdrawal,47,5962,1.0
withdrawal,48,5963,2.0
deposit,9,5964,3.0
deposit,90,5965,4.65
withdrawal,85,5966,2.0
withdrawal,95,5967,2.55
withdrawal,92,5968,1.0
deposit,80,5969,4.65
withdrawal,8,5970,1.0
withdrawal,68,5971,2.55
withdrawal,31,5972,1.0
deposit,94,5973,6.0
deposit,38,5974,7.6499999999999995
deposit,25,5975,3.0
deposit,85,5976,3.0
withdrawal,4,5977,1.0
deposit,65,5978,7.6499999999999995
deposit,48,5979,6.0
withdrawal,34,5980,1.55
deposit,76,5981,7.6499999999999995
deposit,18,5982,7.6499999999999995
deposit,33,5983,7.6499999999999995
deposit,80,5984,7.6499999999999995
deposit,98,5985,7.6499999999999995
withdrawal,79,5986,2.55
withdrawal,53,5987,2.0
deposit,67,5988,3.0
deposit,19,5989,7.6499999999999995
deposit,82,5990,3.0
deposit,1,5991,4.65
deposit,19,5992,4.65
withdrawal,34,5993,1.0
withdrawal,60,5994,2.55
withdrawal,15,5995,2.0
withdrawal,95,5996,1.0
withdrawal,36,5997,1.0
withdrawal,71,5998,2.0
deposit,22,5999,6.0
deposit,48,6000,4.65
withdrawal,39,6001,1.55
withdrawal,29,6002,1.0
deposit,84,6003,6.0
deposit,44,6004,3.0
withdrawal,50,6005,2.55
deposit,85,6006,3.0
deposit,62,6007,7.6499999999999995
deposit,1,6008,3.0
withdrawal,59,6009,2.0
deposit,45,6010,3.0
deposit,34,6011,7.6499999999999995
deposit,9,6012,6.0
withdrawal,65,6013,2.55
withdrawal,16,6014,1.55
withdrawal,42,6015,1.55
withdrawal,34,6016,1.55
withdrawal,77,6017,2.55
deposit,88,6018,4.65
deposit,36,6019,4.65
withdrawal,1,6020,2.55
withdrawal,26,6021,2.55
withdrawal,73,6022,2.55
deposit,55,6023,4.65
withdrawal,63,6024,2.55
withdrawal,27,6025,2.55
